Member ID,0%,12.5%,25%,37.5%,50%,62.5%,75%,87.5%,100%,Load Combination
 66, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, #3 - 1.2D + 1.6L + 0.5Lr,
 67, -0.085, -0.085, -0.085, -0.085, -0.085, -0.085, -0.085, -0.085, -0.085, #3 - 1.2D + 1.6L + 0.5Lr,
 68, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, #3 - 1.2D + 1.6L + 0.5Lr,
 69, 0.001, 0.001, -0.001, -0.001, 0, 0.001, 0.001, -0.001, -0.001, #3 - 1.2D + 1.6L + 0.5Lr,
 70, -0.131, -0.131, -0.131, -0.131, -0.131, -0.131, -0.131, -0.131, -0.131, #3 - 1.2D + 1.6L + 0.5Lr,
 71, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, #3 - 1.2D + 1.6L + 0.5Lr,
 72, -0.001, -0.001, 0.001, 0.001, 0, -0.001, -0.001, 0.001, 0.001, #3 - 1.2D + 1.6L + 0.5Lr,
 75, -2.29, -2.29, -2.29, -2.29, -2.29, -2.29, -2.29, -2.29, -2.29, #3 - 1.2D + 1.6L + 0.5Lr,
 76, 2.293, 2.293, 2.293, 2.293, 2.293, 2.293, 2.293, 2.293, 2.293, #3 - 1.2D + 1.6L + 0.5Lr,
 77, -3.048, -3.048, -3.048, -3.048, -3.048, -3.048, -3.048, -3.048, -3.048, #3 - 1.2D + 1.6L + 0.5Lr,
 78, 3.02, 3.02, 3.02, 3.02, 3.02, 3.02, 3.02, 3.02, 3.02, #3 - 1.2D + 1.6L + 0.5Lr,

1,-1.332, -1.332, -1.332, -1.332, -1.332, -1.332, -1.332, -1.332, -1.332, #4 - 1.2D + 1.6Lr + 1.0L,
 2, -1.015, -1.015, -1.015, -1.015, -1.015, -1.015, -1.015, -1.015, -1.015, #4 - 1.2D + 1.6Lr + 1.0L,
