Member ID,0%,12.5%,25%,37.5%,50%,62.5%,75%,87.5%,100%,Load Combination
 71, -0.162, -0.162, -0.162, -0.162, -0.162, -0.162, -0.162, -0.162, -0.162, #2 - 1.4D,
 72, 0.021, 0.021, 0.014, 0.014, 0.006, 0.012, 0.012, 0.017, 0.017, #2 - 1.4D,
 75, -5.548, -5.548, -5.548, -5.548, -5.548, -5.548, -5.548, -5.548, -5.548, #2 - 1.4D,
 76, -5.553, -5.553, -5.553, -5.553, -5.553, -5.553, -5.553, -5.553, -5.553, #2 - 1.4D,
 77, 5.442, 5.442, 5.442, 5.442, 5.442, 5.442, 5.442, 5.442, 5.442, #2 - 1.4D,
 78, 5.392, 5.392, 5.392, 5.392, 5.392, 5.392, 5.392, 5.392, 5.392, #2 - 1.4D,

1,131.056, 130.361, 129.666, 128.971, 128.276, 127.581, 126.885, 126.19, 125.495, #3 - 1.2D + 1.6L + 0.5Lr,
 2, 162.356, 161.661, 160.966, 160.271, 159.576, 158.881, 158.185, 157.49, 156.795, #3 - 1.2D + 1.6L + 0.5Lr,
 3, 193.058, 192.363, 191.668, 190.972, 190.277, 189.582, 188.887, 188.192, 187.497, #3 - 1.2D + 1.6L + 0.5Lr,
 4, 131.234, 130.539, 129.844, 129.149, 128.454, 127.759, 127.064, 126.369, 125.674, #3 - 1.2D + 1.6L + 0.5Lr,
 5, 131.612, 130.917, 130.222, 129.527, 128.832, 128.137, 127.442, 126.747, 126.052, #3 - 1.2D + 1.6L + 0.5Lr,
 6, 148.899, 148.204, 147.509, 146.814, 146.119, 145.424, 144.729, 144.034, 143.339, #3 - 1.2D + 1.6L + 0.5Lr,
 7, 149.216, 148.521, 147.826, 147.131, 146.435, 145.74, 145.045, 144.35, 143.655, #3 - 1.2D + 1.6L + 0.5Lr,
 8, 131.617, 130.922, 130.227, 129.532, 128.837, 128.142, 127.447, 126.752, 126.057, #3 - 1.2D + 1.6L + 0.5Lr,
 9, -11.729, -11.729, -11.729, -11.729, -11.729, -11.729, -11.729, -11.729, -11.729, #3 - 1.2D + 1.6L + 0.5Lr,
 10, -5.739, -5.739, -5.739, -5.739, -5.739, -5.739, -5.739, -5.739, -5.739, #3 - 1.2D + 1.6L + 0.5Lr,
 11, -11.831, -11.831, -11.831, -11.831, -11.831, -11.831, -11.831, -11.831, -11.831, #3 - 1.2D + 1.6L + 0.5Lr,
 12, -11.059, -11.059, -11.059, -11.059, -11.059, -11.059, -11.059, -11.059, -11.059, #3 - 1.2D + 1.6L + 0.5Lr,
